name,avg_return,avg_volatility,len,interval,period
EMAMILTD,0.0941,1.7058,246,1d,1y
EMAMIPAP,-0.0105,2.3862,230,1d,1y
EMAMIREAL,0.2028,3.7517,245,1d,1y
EMIL,0.4167,2.9587,246,1d,1y
EMKAY,0.362,3.3951,245,1d,1y
EMMBI,0.0849,2.9615,246,1d,1y
EMSLIMITED,0.3014,3.3837,136,1d,1y
EMUDHRA,0.4424,3.1144,246,1d,1y
ENDURANCE,0.1621,1.8577,245,1d,1y
ENERGYDEV,0.1331,3.4792,245,1d,1y
ENGINERSIN,0.4362,3.3138,246,1d,1y
ENIL,0.2933,3.3429,246,1d,1y
ENTERO,0.0503,4.0313,37,1d,1y
EPACK,-0.2457,3.0478,50,1d,1y
EPIGRAL,0.1781,2.4478,149,1d,1y
EPL,0.0639,1.9269,246,1d,1y
EQUIPPP,-0.0366,2.7819,245,1d,1y
EQUITASBNK,0.1584,2.023,246,1d,1y
ERIS,0.1429,1.5855,246,1d,1y
EROSMEDIA,-0.0828,3.6362,246,1d,1y
ESABINDIA,0.1664,1.7274,245,1d,1y
ESAFSFB,-0.1211,2.8388,102,1d,1y
ESCORTS,0.1766,1.6419,246,1d,1y
ESSARSHPNG,0.4592,3.9747,246,1d,1y
ESSENTIA,0.0032,3.5865,245,1d,1y
ESTER,-0.0406,2.5929,246,1d,1y
ETHOSLTD,0.3509,2.6114,246,1d,1y
EUROTEXIND,0.0362,3.3221,245,1d,1y
EVEREADY,0.053,1.9482,245,1d,1y
EVERESTIND,0.1796,2.5162,245,1d,1y
EXCEL,0.0911,7.3138,246,1d,1y
EXCELINDUS,0.0129,2.1609,246,1d,1y
EXICOM,0.3027,6.9601,25,1d,1y
EXIDEIND,0.312,1.9225,246,1d,1y
EXPLEOSOL,-0.0114,2.3071,245,1d,1y
EXXARO,-0.0508,2.4848,246,1d,1y
FACT,0.3048,3.6373,246,1d,1y
FAIRCHEMOR,0.0702,2.4841,245,1d,1y
FAZE3Q,0.059,2.9163,246,1d,1y
FCL,0.1945,2.9086,246,1d,1y
FCONSUMER,0.0233,4.5333,246,1d,1y
FCSSOFT,0.2688,4.4654,246,1d,1y
FDC,0.2131,1.9092,246,1d,1y
FEDERALBNK,0.0803,1.5682,246,1d,1y
FEDFINA,-0.1456,1.6603,90,1d,1y
FEL,0.0283,3.5976,245,1d,1y
FELDVR,-0.0547,2.9538,245,1d,1y
FIBERWEB,0.0292,3.1377,245,1d,1y
FIEMIND,0.1452,2.1872,246,1d,1y
FILATEX,0.1859,2.7299,246,1d,1y
FINCABLES,0.0724,2.3467,246,1d,1y
FINEORG,-0.0131,1.3821,245,1d,1y
FINOPB,0.1245,2.7922,246,1d,1y
FINPIPE,0.1538,2.2333,246,1d,1y
FIVESTAR,0.1354,2.0991,246,1d,1y
FLAIR,-0.5006,2.616,89,1d,1y
FLEXITUFF,0.1377,3.6275,245,1d,1y
FLFL,-0.4599,2.6801,245,1d,1y
FLUOROCHEM,0.0597,1.9117,246,1d,1y
FMGOETZE,0.072,2.0674,245,1d,1y
FMNL,0.093,2.9171,245,1d,1y
FOCUS,0.1324,2.9368,245,1d,1y
FOODSIN,0.0754,3.0624,246,1d,1y
FORCEMOT,0.9521,3.7904,205,1d,1y
FORTIS,0.1986,1.6216,246,1d,1y
FOSECOIND,0.1261,2.5053,246,1d,1y
FSC,-0.3432,2.8556,246,1d,1y
FSL,0.2374,2.133,246,1d,1y
FUSION,0.074,2.1947,246,1d,1y
GABRIEL,0.3689,2.6191,246,1d,1y
GAEL,0.0968,2.6852,246,1d,1y
GAIL,0.2532,1.8556,246,1d,1y
GALAXYSURF,0.0205,1.5075,245,1d,1y
GALLANTT,0.4768,3.3476,246,1d,1y
GANDHAR,-0.3547,2.5635,90,1d,1y
GANDHITUBE,0.1487,2.3074,245,1d,1y
GANECOS,0.0365,2.0041,245,1d,1y
GANESHBE,-0.0005,2.4734,246,1d,1y
GANESHHOUC,0.3384,3.1404,246,1d,1y
GANGAFORGE,0.4034,3.5029,245,1d,1y
GANGESSECU,0.1297,2.9931,245,1d,1y
GARFIBRES,0.0615,1.5177,246,1d,1y
GATECH,0.1526,3.0495,102,1d,1y
GATECHDVR,-0.832,3.5896,178,1d,1y
GATEWAY,0.2106,2.109,246,1d,1y
GAYAHWS,-0.041,4.3369,245,1d,1y
GEECEE,0.2883,2.9592,245,1d,1y
GEEKAYWIRE,0.5189,3.1395,246,1d,1y
GENCON,-0.1152,2.8544,246,1d,1y
GENESYS,0.3028,3.5486,246,1d,1y
GENSOL,0.4046,3.2574,192,1d,1y
GENUSPAPER,0.1367,3.5206,245,1d,1y
GENUSPOWER,0.4666,3.3078,246,1d,1y
GEOJITFSL,0.27,2.5161,246,1d,1y
GEPIL,0.4122,3.7306,246,1d,1y
GESHIP,0.1592,2.0601,246,1d,1y
GET&D,0.7681,3.3369,246,1d,1y
GFLLIMITED,0.1554,3.2224,245,1d,1y
GHCL,0.0119,1.8148,246,1d,1y
GHCLTEXTIL,0.0993,2.8537,206,1d,1y
GICHSGFIN,0.1122,2.6798,246,1d,1y
GICRE,0.3298,3.2882,246,1d,1y
GILLANDERS,0.0933,3.2229,245,1d,1y
GILLETTE,0.1555,1.5647,246,1d,1y
GINNIFILA,0.182,3.0756,246,1d,1y
GIPCL,0.3744,3.1866,246,1d,1y
GKWLIMITED,0.5946,4.0071,245,1d,1y
GLAND,0.1367,3.1171,246,1d,1y
GLAXO,0.1643,1.6238,246,1d,1y
GLENMARK,0.3116,2.1037,246,1d,1y
GLFL,0.5641,3.4772,245,1d,1y
GLOBAL,0.1852,3.6673,245,1d,1y
GLOBALVECT,0.4379,3.311,246,1d,1y
GLOBE,0.09,3.2914,245,1d,1y
GLOBUSSPR,-0.0403,2.2608,245,1d,1y
GLS,0.271,2.0336,245,1d,1y
GMBREW,0.1049,1.9672,246,1d,1y
GMDCLTD,0.454,3.9054,246,1d,1y
GMMPFAUDLR,-0.0222,1.7063,246,1d,1y
GMRINFRA,0.2634,2.4272,246,1d,1y
GMRP&UI,0.5032,3.8921,246,1d,1y
GNA,-0.0087,2.1725,245,1d,1y
GNFC,0.1009,1.9597,246,1d,1y
GOACARBON,0.2515,2.7237,246,1d,1y
GOCLCORP,0.1558,3.1675,246,1d,1y
GOCOLORS,0.056,1.535,245,1d,1y
GODFRYPHLP,0.2174,2.6504,246,1d,1y
GODHA,-0.1165,5.155,245,1d,1y
GODREJAGRO,0.0827,1.453,246,1d,1y
GODREJCP,0.0896,1.4328,246,1d,1y
GODREJIND,0.2602,2.1591,246,1d,1y
GODREJPROP,0.2993,1.9983,246,1d,1y
GOENKA,-0.0822,3.5224,245,1d,1y
GOKEX,0.3266,2.8774,246,1d,1y
GOKUL,0.1507,3.4648,245,1d,1y
GOKULAGRO,0.0109,2.1631,245,1d,1y
GOLDIAM,0.1045,2.6071,246,1d,1y
GOLDTECH,0.3175,3.0382,245,1d,1y
GOODLUCK,0.2925,2.6193,246,1d,1y
GOPAL,-0.5561,2.0574,19,1d,1y
GOYALALUM,-0.5471,3.0704,245,1d,1y
GPIL,0.3237,2.1922,246,1d,1y
GPPL,0.2609,2.6425,246,1d,1y
GPTHEALTH,-0.5128,3.9575,28,1d,1y
GPTINFRA,0.5361,2.789,246,1d,1y
GRANULES,0.1425,1.7543,246,1d,1y
GRAPHITE,0.3494,2.4941,246,1d,1y
GRASIM,0.1165,1.2478,246,1d,1y
GRAVITA,0.2829,2.7238,245,1d,1y
GREAVESCOT,0.0066,2.223,246,1d,1y
GREENLAM,0.2419,2.9179,245,1d,1y
GREENPANEL,0.0643,2.0434,246,1d,1y
GREENPLY,0.2435,2.3851,246,1d,1y
GREENPOWER,0.377,3.3921,246,1d,1y
GRINDWELL,0.0277,1.6573,245,1d,1y
GRINFRA,0.1269,1.8366,246,1d,1y
GRMOVER,-0.1395,3.243,245,1d,1y
GROBTEA,0.0885,2.344,245,1d,1y
GRPLTD,0.3648,2.6565,245,1d,1y
GRSE,0.2587,3.0856,246,1d,1y
GRWRHITECH,0.4757,3.2255,245,1d,1y
GSFC,0.2476,3.0084,246,1d,1y
GSLSU,0.0917,3.2139,246,1d,1y
GSPL,0.1265,1.8982,246,1d,1y
GSS,-0.1832,2.7696,245,1d,1y
GTECJAINX,0.1547,3.9157,143,1d,1y
GTL,0.2829,3.6591,246,1d,1y
GTLINFRA,0.2947,4.2158,246,1d,1y
GTPL,0.2023,2.9246,245,1d,1y
GUFICBIO,0.177,2.5035,246,1d,1y
GUJALKALI,0.0935,2.0472,245,1d,1y
GUJAPOLLO,0.1248,2.561,245,1d,1y
GUJGASLTD,0.0781,1.5751,246,1d,1y
GUJRAFFIA,0.1401,2.6936,230,1d,1y
GULFOILLUB,0.3807,2.3661,246,1d,1y
GULFPETRO,0.2817,3.3898,246,1d,1y
GULPOLY,-0.0207,2.4767,245,1d,1y
GVKPIL,0.564,3.7072,246,1d,1y
GVPTECH,-0.3426,1.7517,245,1d,1y
HAL,0.3891,1.8524,246,1d,1y
HAPPSTMNDS,0.0073,1.5732,246,1d,1y
HAPPYFORGE,-0.1473,1.8561,71,1d,1y
HARDWYN,0.1572,3.5343,246,1d,1y
HARIOMPIPE,0.0542,2.2464,246,1d,1y
HARRMALAYA,0.1446,2.6915,246,1d,1y
HARSHA,-0.0059,1.8833,246,1d,1y
HATHWAY,0.1899,2.7057,246,1d,1y
HATSUN,0.0717,1.5865,245,1d,1y
HAVELLS,0.0987,1.3988,246,1d,1y
HAVISHA,0.1042,2.7963,245,1d,1y
HBLPOWER,0.6297,3.4657,246,1d,1y
HBSL,0.2902,2.9427,245,1d,1y
HCC,0.3962,3.9308,246,1d,1y
HCG,0.1319,1.6663,246,1d,1y
HCL-INSYS,0.154,3.1835,246,1d,1y
HCLTECH,0.143,1.3545,246,1d,1y
HDFCAMC,0.2938,1.8536,246,1d,1y
HDFCBANK,-0.0441,1.2234,246,1d,1y
HDFCLIFE,0.0616,1.5079,246,1d,1y
HDIL,0.1487,2.4882,245,1d,1y
HEADSUP,0.0509,3.5675,246,1d,1y
HECPROJECT,0.4382,3.9486,245,1d,1y
HEG,0.3353,2.7012,246,1d,1y
HEIDELBERG,0.0711,1.5032,246,1d,1y
HEMIPROP,0.3377,2.9452,246,1d,1y
HERANBA,0.0008,2.2529,246,1d,1y
HERCULES,0.3921,2.9875,246,1d,1y
HERITGFOOD,0.2514,2.519,246,1d,1y
HEROMOTOCO,0.2432,1.5776,246,1d,1y
HESTERBIO,-0.0518,1.4663,246,1d,1y
HEUBACHIND,0.1679,2.9232,246,1d,1y
HEXATRADEX,0.0069,1.7993,245,1d,1y
HFCL,0.179,2.8324,246,1d,1y
HGINFRA,0.0924,1.782,246,1d,1y
HGS,-0.0823,1.3213,246,1d,1y
HIKAL,-0.0107,1.694,246,1d,1y
HIL,0.0177,1.8325,246,1d,1y
HILTON,0.0153,3.2679,246,1d,1y
HIMATSEIDE,0.2365,3.0077,246,1d,1y
HINDALCO,0.1427,1.7776,246,1d,1y
HINDCOMPOS,0.1801,2.573,246,1d,1y
HINDCON,0.4078,3.2627,245,1d,1y
HINDCOPPER,0.5233,3.1794,246,1d,1y
HINDMOTORS,0.1337,2.8264,246,1d,1y
HINDOILEXP,0.1394,3.0874,246,1d,1y
HINDPETRO,0.3078,2.4678,246,1d,1y
HINDUNILVR,-0.0521,1.008,246,1d,1y
HINDWAREAP,0.0157,2.8801,246,1d,1y
HINDZINC,0.1228,1.6222,246,1d,1y
HIRECT,0.4518,3.6345,246,1d,1y
HISARMETAL,0.146,3.4043,246,1d,1y
HITECH,0.2244,3.0211,246,1d,1y
HITECHCORP,0.0689,2.7055,246,1d,1y
HITECHGEAR,0.5043,3.7059,246,1d,1y
HLEGLAS,-0.0599,2.2202,246,1d,1y
HLVLTD,0.4226,3.8712,246,1d,1y
HMAAGRO,-1.1203,16.9153,192,1d,1y
HMT,0.3457,2.8565,245,1d,1y
HMVL,0.3505,3.3375,245,1d,1y
HNDFDS,-0.0598,1.5419,230,1d,1y
HOMEFIRST,0.0926,1.9774,246,1d,1y
HONASA,0.1603,3.5931,104,1d,1y
HONAUT,0.0799,1.2195,246,1d,1y
HONDAPOWER,0.0662,2.027,245,1d,1y
HOVS,0.273,3.9825,245,1d,1y
HPAL,0.1353,2.5808,245,1d,1y
HPIL,0.2861,3.5388,245,1d,1y
HPL,0.5393,3.6584,246,1d,1y
HSCL,0.511,2.8647,246,1d,1y
HTMEDIA,0.1966,3.0071,246,1d,1y
HUBTOWN,0.5247,3.3782,245,1d,1y
HUDCO,0.6198,3.5685,246,1d,1y
HUHTAMAKI,0.186,2.1696,245,1d,1y
HYBRIDFIN,-0.0242,2.8677,246,1d,1y
IBREALEST,0.3541,3.7141,246,1d,1y
IBULHSGFIN,0.2647,3.1237,246,1d,1y
ICDSLTD,0.2087,2.8654,245,1d,1y
ICEMAKE,0.1861,2.8789,245,1d,1y
ICICIBANK,0.084,0.9702,246,1d,1y
ICICIGI,0.175,1.4805,245,1d,1y
ICICIPRULI,0.1438,1.7092,245,1d,1y
ICIL,0.4157,3.1035,246,1d,1y
ICRA,0.0631,1.4243,245,1d,1y
IDBI,0.2115,2.4328,246,1d,1y
IDEA,0.3106,3.4963,246,1d,1y
IDEAFORGE,-0.3367,2.5374,188,1d,1y
IDFC,0.1901,1.5762,246,1d,1y
IDFCFIRSTB,0.182,1.6462,246,1d,1y
IEL,0.1162,2.6877,245,1d,1y
IEX,-0.0079,2.1614,246,1d,1y
IFBAGRO,-0.0338,1.8146,246,1d,1y
IFBIND,0.2212,2.1505,246,1d,1y
IFCI,0.6032,4.113,246,1d,1y
IFGLEXPOR,0.4129,3.605,245,1d,1y
IGARASHI,0.07,2.4848,246,1d,1y
IGL,-0.019,1.8117,246,1d,1y
IGPL,0.0317,2.1136,245,1d,1y
IIFL,-0.0374,3.2835,246,1d,1y
IIFLSEC,0.3866,3.4588,246,1d,1y
IITL,0.3186,3.6016,245,1d,1y
IKIO,-0.1492,2.2676,202,1d,1y
IL&FSENGG,0.4201,2.8732,245,1d,1y
IL&FSTRANS,0.1578,2.8136,245,1d,1y
IMAGICAA,0.2504,3.4873,246,1d,1y
IMFA,0.3862,2.6309,245,1d,1y
IMPAL,0.1954,2.1973,245,1d,1y
IMPEXFERRO,0.0758,3.0595,245,1d,1y
INCREDIBLE,0.3042,3.3639,245,1d,1y
INDBANK,0.2714,3.7121,245,1d,1y
INDHOTEL,0.2525,1.5763,245,1d,1y
INDIACEM,0.0765,2.5205,246,1d,1y
INDIAGLYCO,0.1651,2.0294,246,1d,1y
INDIAMART,-0.0178,1.8253,246,1d,1y
INDIANB,0.2476,2.3907,246,1d,1y
INDIANCARD,0.0567,2.6109,245,1d,1y
INDIANHUME,0.2968,3.2974,246,1d,1y
INDIASHLTR,0.1264,2.4391,75,1d,1y
INDIGO,0.2757,1.6094,246,1d,1y
INDIGOPNTS,0.0894,1.5081,246,1d,1y
INDNIPPON,0.2741,2.8762,246,1d,1y
INDOAMIN,0.1729,3.483,246,1d,1y
INDOBORAX,0.19,2.7596,245,1d,1y
INDOCO,0.0214,1.8583,245,1d,1y
INDORAMA,0.0096,2.911,246,1d,1y
INDOSTAR,0.2441,2.6466,245,1d,1y
INDOTECH,0.8149,3.8357,245,1d,1y
INDOTHAI,0.1099,3.156,245,1d,1y
INDOWIND,0.2805,3.2112,245,1d,1y
INDRAMEDCO,0.4337,2.696,246,1d,1y
INDSWFTLAB,0.2837,3.5008,246,1d,1y
INDSWFTLTD,0.4178,3.7307,245,1d,1y
INDTERRAIN,0.1424,2.967,246,1d,1y
INDUSINDBK,0.138,1.4948,246,1d,1y
INDUSTOWER,0.3552,2.4484,246,1d,1y
INFIBEAM,0.3818,3.4453,246,1d,1y
INFOBEAN,-0.0674,1.8219,245,1d,1y
INFY,0.0272,1.5565,246,1d,1y
INGERRAND,0.1141,1.9505,246,1d,1y
INNOVACAP,-0.1629,2.0527,70,1d,1y
INOXGREEN,0.5417,3.3911,246,1d,1y
INOXINDIA,0.4957,3.5752,75,1d,1y
INOXWIND,0.7176,3.5316,245,1d,1y
INSECTICID,0.0554,2.1483,246,1d,1y
INTELLECT,0.3414,2.5948,246,1d,1y
INTENTECH,0.2637,3.0973,245,1d,1y
INTLCONV,0.191,3.6823,246,1d,1y
INVENTURE,0.0932,3.6355,246,1d,1y
IOB,0.409,3.3911,246,1d,1y
IOC,0.3226,2.0062,246,1d,1y
IOLCP,0.0459,2.6423,246,1d,1y
IONEXCHANG,0.2069,2.9686,246,1d,1y
IPCALAB,0.2002,1.7485,246,1d,1y
IPL,0.0386,3.0666,246,1d,1y
IRB,0.3826,3.0489,246,1d,1y
IRCON,0.5514,3.6659,246,1d,1y
IRCTC,0.2364,1.8401,246,1d,1y
IREDA,1.1387,5.2575,91,1d,1y
IRFC,0.6794,3.7907,246,1d,1y
IRIS,0.23,3.0527,246,1d,1y
IRISDOREME,0.0671,2.5986,246,1d,1y
IRMENERGY,0.0093,2.9954,113,1d,1y
ISEC,0.1947,1.77,246,1d,1y
ISFT,-0.0611,3.1354,245,1d,1y
ISGEC,0.2933,2.5757,245,1d,1y
ISMTLTD,0.1299,2.5177,246,1d,1y
ITC,0.0341,1.1327,246,1d,1y
ITDC,0.3022,3.2705,246,1d,1y
ITDCEM,0.4501,2.8651,246,1d,1y
ITI,0.4313,3.9357,246,1d,1y
IVC,0.1841,3.0213,245,1d,1y
IVP,0.1311,3.4333,245,1d,1y
IWEL,0.7235,3.2098,246,1d,1y
IZMO,0.3298,3.34,245,1d,1y
J&KBANK,0.403,2.9113,246,1d,1y
JAGRAN,0.15,2.7944,246,1d,1y
JAGSNPHARM,-0.072,2.5756,246,1d,1y
JAIBALAJI,1.2546,3.4346,246,1d,1y
JAICORPLTD,0.2802,3.488,246,1d,1y
JAIPURKURT,-0.2905,3.3689,230,1d,1y
JAMNAAUTO,0.1152,2.2122,246,1d,1y
JASH,0.2921,2.4556,246,1d,1y
JAYAGROGN,0.109,2.4123,245,1d,1y
JAYBARMARU,0.3158,3.2163,246,1d,1y
JAYNECOIND,0.3534,3.2013,245,1d,1y
JAYSREETEA,0.0733,2.3577,246,1d,1y
JBCHEPHARM,0.2073,1.9849,246,1d,1y
JBMA,0.3439,3.2767,246,1d,1y
JCHAC,0.0245,2.582,246,1d,1y
JETAIRWAYS,-0.0926,2.6077,246,1d,1y
JETFREIGHT,0.0789,3.3504,246,1d,1y
JGCHEM,1.0441,4.9984,20,1d,1y
JHS,0.0428,3.3851,246,1d,1y
JINDALPHOT,0.25,3.5851,245,1d,1y
JINDALPOLY,-0.023,2.0812,245,1d,1y
JINDALSAW,0.4666,3.5346,246,1d,1y
JINDALSTEL,0.1923,1.9719,246,1d,1y
JINDRILL,0.3364,3.0576,245,1d,1y
JINDWORLD,-0.0076,2.6682,246,1d,1y
JIOFIN,0.2579,2.6584,157,1d,1y
JISLDVREQS,0.2411,3.2731,246,1d,1y
JISLJALEQS,0.1933,3.2497,246,1d,1y
JITFINFRA,0.707,3.0645,245,1d,1y
JKCEMENT,0.1503,1.5049,245,1d,1y
JKIL,0.3653,2.7672,246,1d,1y
JKLAKSHMI,0.0037,2.1206,246,1d,1y
JKPAPER,-0.019,1.9322,246,1d,1y
JKTYRE,0.3824,2.78,246,1d,1y
JLHL,0.1173,2.2329,138,1d,1y
JMA,0.2004,2.9849,246,1d,1y
JMFINANCIL,0.1041,2.8101,246,1d,1y
JOCIL,0.0141,2.6371,245,1d,1y
JPASSOCIAT,0.4105,4.2701,246,1d,1y
JPOLYINVST,0.0732,3.2018,245,1d,1y
JPPOWER,0.4462,3.4498,246,1d,1y
JSFB,0.4844,3.5658,39,1d,1y
JSL,0.385,2.4141,246,1d,1y
JSWENERGY,0.3759,2.6784,246,1d,1y
JSWHL,0.2179,2.5348,246,1d,1y
JSWINFRA,0.3361,2.9532,128,1d,1y
JSWSTEEL,0.0752,1.3327,246,1d,1y
JTEKTINDIA,0.21,2.6158,246,1d,1y
JTLIND,0.0883,2.7781,245,1d,1y
JUBLFOOD,0.0239,1.5048,246,1d,1y
JUBLINDS,0.4448,3.381,246,1d,1y
JUBLINGREA,0.1334,2.0345,245,1d,1y
JUBLPHARMA,0.3036,2.778,245,1d,1y
JUNIPER,0.6671,4.3595,29,1d,1y
JUSTDIAL,0.1374,1.7479,246,1d,1y
JWL,0.5485,3.2476,246,1d,1y
JYOTHYLAB,0.3265,2.5082,246,1d,1y
JYOTI-RE,,,0,1d,1y
JYOTICNC,1.0298,4.4146,58,1d,1y
JYOTISTRUC,0.4782,3.3698,246,1d,1y
KABRAEXTRU,-0.2093,2.0586,246,1d,1y
KAJARIACER,0.0389,1.6688,246,1d,1y
KAKATCEM,0.0433,2.2895,245,1d,1y
KALAMANDIR,-0.1241,2.6239,132,1d,1y
KALYANI,,,0,1d,1y
KALYANIFRG,0.2059,2.6398,245,1d,1y
KALYANKJIL,0.5762,2.7967,246,1d,1y
KAMATHOTEL,0.3304,2.8611,246,1d,1y
KAMDHENU,0.1618,2.8055,246,1d,1y
KAMOPAINTS,0.1806,3.5641,246,1d,1y
KANANIIND,0.0603,3.057,245,1d,1y
KANORICHEM,0.0328,2.889,246,1d,1y
KANPRPLA,0.1136,2.6481,245,1d,1y
KANSAINER,0.0401,1.4223,246,1d,1y
KAPSTON,0.267,2.4389,245,1d,1y
KARMAENG,0.256,3.0689,245,1d,1y
KARURVYSYA,0.2674,1.8985,246,1d,1y
KAUSHALYA,0.287,3.5643,246,1d,1y
KAVVERITEL,0.3567,3.2466,245,1d,1y
KAYA,0.0289,2.2048,245,1d,1y
KAYNES,0.3933,2.6124,246,1d,1y
KBCGLOBAL,-0.0481,2.8324,246,1d,1y
KCP,0.1906,2.7236,246,1d,1y
KCPSUGIND,0.1546,3.3545,246,1d,1y
KDDL,0.3698,2.8301,246,1d,1y
KEC,0.1757,2.2228,246,1d,1y
KECL,0.156,3.5995,246,1d,1y
KEEPLEARN,0.04,3.0034,245,1d,1y
KEI,0.3357,2.4089,246,1d,1y
KELLTONTEC,0.2623,3.2443,246,1d,1y
KERNEX,0.3646,2.7186,245,1d,1y
KESORAMIND,0.4268,2.4466,246,1d,1y
KEYFINSERV,0.2853,3.9979,246,1d,1y
KFINTECH,0.3051,2.3344,246,1d,1y
KHADIM,0.217,2.9945,245,1d,1y
KHAICHEM,-0.0101,2.7274,245,1d,1y
KHAITANLTD,0.2116,3.4738,245,1d,1y
KHANDSE,0.0532,3.1297,245,1d,1y
KICL,0.3283,2.37,245,1d,1y
KILITCH,0.3081,2.6841,245,1d,1y
KIMS,0.1178,1.5648,245,1d,1y
KINGFA,0.0636,2.6273,245,1d,1y
KIOCL,0.3723,4.2867,246,1d,1y
KIRIINDUS,0.0814,2.3866,246,1d,1y
KIRLOSBROS,0.3904,3.2098,245,1d,1y
KIRLOSENG,0.3208,2.4337,246,1d,1y
KIRLOSIND,0.1843,2.0796,245,1d,1y
KIRLPNU,0.0624,1.9257,237,1d,1y
KITEX,0.1299,2.5749,246,1d,1y
KKCL,0.2262,1.9033,245,1d,1y
KMSUGAR,0.0405,2.5798,246,1d,1y
KNRCON,0.0309,1.7596,246,1d,1y
KOHINOOR,0.1456,3.2585,245,1d,1y
KOKUYOCMLN,0.2221,2.9171,245,1d,1y
KOLTEPATIL,0.3214,2.8362,246,1d,1y
KOPRAN,0.2532,3.326,246,1d,1y
KOTAKBANK,-0.0125,1.1006,246,1d,1y
KOTARISUG,0.1737,2.5883,246,1d,1y
KOTHARIPET,0.3059,3.4342,245,1d,1y
KOTHARIPRO,0.0566,2.778,245,1d,1y
KPIGREEN,0.7254,3.4401,246,1d,1y
KPIL,0.4043,2.2942,201,1d,1y
KPITTECH,0.2158,2.2084,246,1d,1y
KPRMILL,0.1254,1.8211,246,1d,1y
KRBL,-0.0507,2.1654,246,1d,1y
KREBSBIO,-0.037,2.6081,245,1d,1y
KRIDHANINF,0.2294,2.9627,245,1d,1y
KRISHANA,-0.0326,1.7592,246,1d,1y
KRITI,0.099,3.0248,245,1d,1y
KRITIKA,0.6097,2.7922,245,1d,1y
KRITINUT,0.3472,3.4254,245,1d,1y
KRSNAA,0.0757,2.5251,246,1d,1y
KRYSTAL,2.7281,5.2048,14,1d,1y
KSB,0.2717,2.4222,246,1d,1y
KSCL,0.1157,1.8982,246,1d,1y
KSHITIJPOL,-0.5907,3.5677,227,1d,1y
KSL,0.4196,3.1365,246,1d,1y
KSOLVES,0.3294,3.3242,246,1d,1y
KTKBANK,0.2358,2.4044,246,1d,1y
KUANTUM,0.048,2.5407,246,1d,1y
L&TFH,0.2639,2.024,246,1d,1y
